Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
CDW,Common Stock,CDW Corp,"CDW Corporation is a leading technology solutions provider based in Lincolnshire, Illinois, that delivers a wide array of products and services designed for businesses, government entities, and educational institutions. The company excels in offering a comprehensive portfolio, including hardware, software, and integrated technology services, positioning itself as a vital partner in driving digital transformation and operational efficiencies for its clients. With a strong network of partnerships and a focus on innovative solutions, CDW plays a crucial role in helping organizations effectively address their IT challenges and enhance overall performance.",1402057,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"200 N. MILWAUKEE AVENUE, VERNON HILLS, IL, UNITED STATES, 60061",https://www.cdw.com,December,2025-09-30,19105919000,1955900000,18.34,1.53,19.49,2.5,0.017,7.91,167.32,0.0476,0.0777,0.0704,0.43,22099100000,4774300000,7.91,-0.056,0.04,182,2,5,4,0,0,18.34,13.99,0.865,7.53,1.105,12.68,1.055,220.59,136.33,156.7,169.11,130194000,129705000,0.384,102.097,2025-12-10,2025-11-25
COR,Common Stock,Cencora Inc.,"Cencora Inc. (NYSE: COR) is a premier provider of data center solutions, focusing on high-performance cloud access and interconnect services across strategically located markets in North America. The company serves a diverse range of clients, supporting mission-critical applications with an emphasis on reliability and security. With a strong commitment to innovation, Cencora is poised to leverage the rising demand for data-driven solutions as the digital economy continues to expand, positioning itself as a key player in the evolving technology landscape.",1140859,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"1 WEST FIRST AVENUE, CONSHOHOCKEN, PA, UNITED STATES, 19428-1800",https://www.cencora.com,September,2025-09-30,70852674000,4797896000,45.47,0.974,9.01,2.2,0.006,7.96,1657.89,0.0048,0.0114,0.0326,1.238,321332806000,11291738000,7.96,0.455,0.059,382.07,1,10,4,0,1,45.47,20.75,0.221,40.55,0.231,20.59,0.64,369,222.21,321.34,290.78,193878000,185625000,4.185,96.393,2025-12-01,2025-11-14
CNC,Common Stock,Centene Corp,"Centene Corporation (CNC) stands as a leading multi-line managed care organization, delivering a wide array of healthcare solutions tailored for government-sponsored programs and commercial insurance markets. Committed to addressing the needs of the uninsured and underinsured, Centene employs innovative care management strategies and a network of integrated services to enhance health outcomes and improve system efficiencies. With a robust portfolio of health plans, the company is well-positioned to navigate the complexities of the evolving healthcare landscape, aiming to create accessible and sustainable care for diverse populations.",1071739,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"CENTENE PLAZA, SAINT LOUIS, MO, UNITED STATES, 63105",https://www.centene.com,December,2025-09-30,17881426000,3902000000,None,1.475,42.63,None,None,-10.75,338.52,-0.0316,0.0055,0.0201,-0.219,167680000000,19658000000,-10.75,0.218,0.215,39.41,1,3,14,1,1,-,11.95,0.107,0.847,0.0865,3.91,0.487,66.81,25.08,34.82,46.05,491518000,489218000,0.462,89.065,None,None
CNP,Common Stock,CenterPoint Energy Inc,"CenterPoint Energy, Inc. (CNP) is a leading Fortune 500 electric and natural gas utility company, catering to millions of customers across strategic markets including Texas, Indiana, and Minnesota. The company is at the forefront of sustainability and innovation, focusing on smart grid technology and expanding renewable energy initiatives to improve operational efficiency and service reliability. CenterPoint's extensive infrastructure and dedication to customer satisfaction position it as a pivotal player in the energy sector, driving economic development while adapting to the changing energy landscape. Through these efforts, the company is not only enhancing its service offerings but also contributing to a more sustainable energy future.",1130310,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1111 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.centerpointenergy.com,December,2025-09-30,25944988000,3432000000,24.99,2.404,16.9,0.87,0.022,1.59,13.97,0.114,0.249,0.029,0.0961,9114000000,4114000000,1.59,0.506,0.071,42.67,1,5,10,0,1,24.99,20.7,2.847,2.342,5.21,13.29,0.562,40.5,30.04,38.95,37.07,652868000,649408000,0.448,108.436,2025-12-11,2025-11-20
CF,Common Stock,CF Industries Holdings Inc,"CF Industries Holdings, Inc. is a leading manufacturer and distributor of nitrogen and phosphate fertilizers in North America, headquartered in Deerfield, Illinois. With a crucial role in the global agricultural supply chain, the company provides essential nutrients that enhance crop yields and support sustainable food security initiatives. Committed to reducing its environmental footprint, CF Industries employs efficient production methods to meet the increasing demand for fertilizers. Its strategically positioned facilities enable the company to capitalize on growth opportunities in the agricultural sector, solidifying its strong market presence and competitive advantage.",1324404,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"2375 WATERVIEW DRIVE, NORTHBROOK, IL, UNITED STATES, 60062",https://www.cfindustries.com,December,2025-09-30,13264084000,3037000000,10.2,2.356,30.75,2,0.0239,8.34,40.49,0.205,0.341,0.0956,0.22,6736000000,2483000000,8.34,0.416,0.211,93.12,1,3,14,0,1,10.2,10.79,1.969,2.713,2.184,4.742,0.673,103.22,66.16,86.19,85.54,155975000,154434000,0.739,108.522,2025-11-28,2025-11-14
CRL,Common Stock,Charles River Laboratories,"Charles River Laboratories International, Inc. (CRL) is a leading global provider of critical products and services designed for the pharmaceutical, biotechnology, and medical device industries. The company excels in offering a complete range of preclinical and clinical laboratory services, alongside cutting-edge gene and cell therapy solutions that significantly bolster research and development efforts. With a strong emphasis on innovation and adherence to regulatory standards, Charles River plays a vital role in facilitating efficient drug development processes, thereby contributing to the advancement of healthcare solutions on a global scale.",1100682,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"251 BALLARDVALE STREET, WILMINGTON, MA, UNITED STATES, 01887",https://www.criver.com,December,2025-09-30,8327750000,886191000,None,0.127,69.19,None,None,-1.51,80.4,-0.0205,0.158,0.0434,-0.0219,4023704000,1395449000,-1.51,-0.173,-0.005,188.93,2,7,8,0,1,-,16.1,2.07,2.445,2.671,20.81,1.636,203.01,91.86,168.71,155.01,49215500,48623900,1.002,107.018,None,None
SCHW,Common Stock,Charles Schwab Corp,"The Charles Schwab Corporation is a prominent American financial services firm recognized for its extensive platform encompassing banking, electronic trading, and wealth management solutions. Serving both retail and institutional investors, Schwab prioritizes innovation and customer-centric services, offering a diverse suite of financial products such as brokerage accounts, investment advisory, and institutional trading solutions. With a strong focus on cost efficiency and accessibility, Schwab is committed to enhancing its offerings and empowering clients to navigate the evolving landscape of modern finance.",316709,NYSE,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"3000 SCHWAB WAY, WESTLAKE, TX, UNITED STATES, 76262",https://www.schwab.com,December,2025-09-30,169448686000,None,22.31,0.657,23.86,1.06,0.0111,4.23,12.6,0.359,0.492,0.0177,0.171,22914001000,22304999000,4.23,0.775,0.266,112,8,11,2,0,1,22.31,17.04,7.39,3.976,8.89,-,0.953,99.14,65.3,94.07,88.1,1776937000,1672186000,6.203,85.423,2025-11-28,2025-11-14
CHTR,Common Stock,Charter Communications Inc,"Charter Communications, Inc. is a leading American telecommunications and mass media enterprise, primarily known for its Charter Spectrum brand. The company provides a diverse range of services, including high-speed internet, cable television, and voice offerings, serving both residential and commercial clients nationwide. With a strong emphasis on technological innovation and an unwavering commitment to customer satisfaction, Charter aims to enhance connectivity while driving industry growth. The company’s strategic investments in infrastructure reinforce its position as a key player in the fiercely competitive broadband and entertainment markets.",1091667,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"400 WASHINGTON BLVD., STAMFORD, CT, UNITED STATES, 06902",https://corporate.charter.com,December,2025-09-30,26503039000,22094000000,5.63,0.421,118.54,None,None,36.05,396.69,0.0929,0.239,0.0555,0.313,55098999000,30435000000,36.05,-0.054,-0.009,314.94,0,10,8,2,2,5.63,4.719,0.481,1.728,2.234,5.79,1.054,437.06,199.31,251.78,329.6,129409000,83105000,37.364,84.258,None,None
CVX,Common Stock,Chevron Corp,"Chevron Corporation is a leading American multinational energy company headquartered in San Ramon, California, with a robust presence in over 180 countries. As a legacy of Standard Oil, Chevron plays a crucial role in the global energy landscape through its comprehensive operations in exploration, production, refining, marketing, and transportation of oil and natural gas. The company is also involved in chemicals manufacturing and power generation, reflecting its dedication to both conventional energy and the transition towards sustainable energy solutions. With a strong emphasis on operational excellence and shareholder value, Chevron strategically navigates the evolving energy market while actively addressing environmental challenges.",93410,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"1400 SMITH STREET, HOUSTON, TX, UNITED STATES, 77002-7327",https://www.chevron.com,December,2025-09-30,315138114000,37682999000,21.89,2.921,94.28,6.76,0.0435,7.2,105.17,0.0677,0.0985,0.0405,0.0732,188687008000,76610003000,7.2,-0.266,-0.014,172.8,5,10,11,1,0,21.89,19.27,1.67,1.639,1.845,8.44,0.669,165.09,129.01,155.26,150.95,1999354000,1879884000,6.131,65.861,2025-12-10,2025-11-18
CMG,Common Stock,Chipotle Mexican Grill Inc,"Chipotle Mexican Grill, Inc. is a prominent fast-casual restaurant chain celebrated for its dedication to high-quality, customizable Mexican-inspired cuisine, anchored in fresh and sustainably sourced ingredients. With a robust presence in the United States, Canada, the United Kingdom, Germany, and France, Chipotle offers made-to-order meals such as tacos and Mission burritos in a transparent kitchen setting, fostering customer trust and engagement. The company is strategically positioned for continued growth, leveraging strong brand loyalty and responding to the rising consumer demand for health-conscious, environmentally sustainable dining options in an increasingly competitive marketplace.",1058090,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"610 NEWPORT CENTER DRIVE, NEWPORT BEACH, CA, UNITED STATES, 92660",https://www.chipotle.com,December,2025-09-30,41744318000,2340452000,27.69,1.589,2.43,None,None,1.14,8.74,0.13,0.161,0.136,0.45,11787400000,4737443000,1.14,0.022,0.075,43.18,5,21,10,0,0,27.69,26.18,3.541,12.88,3.822,19.18,0.999,66.74,29.75,38.17,47.2,1322278000,1312903000,0.671,91.827,None,None
CB,Common Stock,Chubb Ltd,"Chubb Limited, based in Zurich, Switzerland, is a foremost global provider of a wide range of insurance solutions, encompassing property and casualty, accident and health, reinsurance, and life insurance. As the largest publicly traded property and casualty insurer worldwide, Chubb harnesses its extensive industry expertise and a formidable international footprint to deliver tailored risk management and insurance products to its diverse clientele. Committed to innovation, exceptional customer service, and financial robustness, Chubb continues to strengthen its market position, ensuring it meets the evolving demands of the insurance landscape while maintaining a strong focus on sustainable growth.",896159,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"BAERENGASSE 32, ZURICH, SWITZERLAND, 8001",https://www.chubb.com/us-en,December,2025-09-30,116577624000,12673000000,12.37,2.137,182.22,3.76,0.0127,23.88,147.06,0.164,0.256,0.0297,0.136,58842001000,17085000000,23.88,0.226,0.091,307.5,2,5,14,0,2,12.37,11.11,1.981,1.622,2.322,-,0.527,304.83,249.66,280.41,281.64,393551000,364373000,7.457,82.792,2025-10-03,2025-09-12
CHD,Common Stock,Church & Dwight Company Inc,"Church & Dwight Company Inc. is a leading American consumer goods manufacturer headquartered in Ewing, New Jersey, recognized for its extensive range of household and personal care products. With a strong portfolio that includes iconic brands such as Arm & Hammer, OxiClean, and Trojan, the company has built a reputation for innovation and quality, effectively addressing diverse consumer needs. Church & Dwight's dedication to sustainability and continuous improvement in research and development reinforces its competitive edge in the consumer products sector. With a proven track record of strategic growth and operational efficiency, it presents a compelling investment opportunity for institutional investors seeking sustainable long-term value.",313927,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"PRINCETON SOUTH CORPORATE CENTER, EWING, NJ, UNITED STATES, 08628",https://www.churchdwight.com,December,2025-09-30,20396648000,1330200000,26.78,1.959,17.59,1.17,0.0138,3.14,25.13,0.127,0.161,0.0786,0.186,6141000000,2759300000,3.14,-0.212,0.05,96.95,1,8,9,2,3,26.78,22.52,3.321,4.83,3.631,16.4,0.452,115.32,81.05,87.84,96.98,240130000,239477000,0.195,94.411,2025-12-01,2025-11-14
CI,Common Stock,Cigna Corp,"Cigna Corporation (CI) is a leading American multinational health services and insurance organization headquartered in Bloomfield, Connecticut. Specializing in a wide range of insurance products such as medical, dental, disability, life, and accident insurance, Cigna serves a diverse clientele that includes employers, governmental entities, unions, and associations. With a strong emphasis on enhancing health outcomes through advanced technology and personalized care solutions, the company is well-equipped to adapt to the dynamic healthcare landscape. Cigna's extensive market presence and focus on integrated health services reinforce its commitment to promoting health and well-being for its customers.",1739940,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"900 COTTAGE GROVE ROAD, BLOOMFIELD, CT, UNITED STATES, 06002",https://www.thecignagroup.com,December,2025-09-30,72361714000,11650000000,11.93,0.546,156.81,5.93,0.0219,22.6,994.66,0.0229,0.04,0.0395,0.155,268077007000,25604999000,22.6,1.654,0.095,328.35,6,15,4,0,0,11.93,8.9,0.27,1.731,0.374,-,0.275,346.57,239.51,289.71,305.16,267126000,265825000,1.592,90.412,2025-12-18,2025-12-04
