Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate,ticker,ingest_timestamp
CAH,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is a leading American multinational health care services and products company that operates across the global healthcare supply chain. With a strong focus on delivering essential pharmaceuticals and medical products, Cardinal Health partners with healthcare providers and manufacturers to enhance patient care and optimize operational efficiency. The company is also heavily invested in innovative solutions within the healthcare ecosystem, including data analytics and medication management. Cardinal Health's extensive network and logistical capabilities position it as a critical player in the evolving landscape of healthcare delivery.",721371,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"7000 CARDINAL PLACE, DUBLIN, OH, UNITED STATES, 43017",https://www.cardinalhealth.com,June,2025-09-30,48958833000,3544000000,30.98,1.952,-12.1,2.033,0.0099,6.63,977.31,0.0068,0.0121,0.0344,0,234309992000,8585000000,6.63,0.106,0.224,212.43,1,10,4,0,1,30.98,21.1,0.209,16.07,0.227,16.32,0.644,208.32,112.98,165.59,150.34,237595000,237174000,0.262,90.727,2026-01-15,2026-01-02,CAH,2025-11-16 07:50:37.540583
KMX,Common Stock,CarMax Inc,"CarMax Inc. (Ticker: KMX) is a leading retailer of used vehicles in the United States, distinguished by its innovative, customer-centric business model that seamlessly integrates a robust physical footprint with a comprehensive online platform. The company operates primarily through two segments: CarMax Sales Operations, which focuses on the retail of pre-owned vehicles, and CarMax Auto Finance, providing tailored financing solutions to enhance the car buying experience. With a commitment to transparency, value, and technological innovation, CarMax is constantly evolving its operations to better meet the diverse needs of today's consumers while expanding its market share in the competitive automotive retail sector.",1170010,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO & TRUCK DEALERSHIPS,"12800 TUCKAHOE CREEK PARKWAY, RICHMOND, VA, UNITED STATES, 23238",https://www.carmax.com,February,2025-08-31,5108739000,1127292000,10.1,0.496,41.99,None,None,3.41,185.53,0.0184,0.0214,0.0186,0.0842,28279818000,3520315000,3.41,-0.248,-0.053,39.83,3,4,10,0,2,10.1,9.64,0.181,0.815,0.897,12.44,1.287,91.25,30.26,46.53,63.15,146845000,145987000,0.430,104.201,None,None,KMX,2025-11-16 07:50:38.092481
CCL,Common Stock,Carnival Corporation,"Carnival Corporation & plc is the world's leading cruise operator, managing a diverse fleet of over 100 ships under ten prominent brands, including Carnival Cruise Line, Holland America Line, and Princess Cruises. Headquartered in both the UK and the US, the company is well-positioned to benefit from the growing demand for cruise vacations, driven by a combination of strong brand recognition and extensive operational experience. Emphasizing sustainability and innovation, Carnival is committed to enhancing the guest experience while adapting to evolving consumer preferences. Its strategic initiatives and proven resilience in the face of market fluctuations highlight Carnival's potential for long-term growth and sustained value creation, making it a compelling investment for institutional stakeholders.",815097,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"3655 N.W. 87TH AVENUE, MIAMI, FL, UNITED STATES, 33178-2428",https://www.carnivalcorp.com,November,2025-08-31,34325705000,6977000000,13.41,1.41,9.09,None,None,1.94,20.06,0.101,0.279,0.0528,0.257,26230000000,14433000000,1.94,0.06,0.033,35.7,5,16,7,0,0,13.41,10.88,1.309,2.865,2.298,8.84,2.527,32.8,15.07,29.08,25.67,1167541000,1223841000,7.585,75.792,2020-03-13,2020-02-20,CCL,2025-11-16 07:50:38.641918
CARR,Common Stock,Carrier Global Corp,"Carrier Global Corporation, headquartered in Palm Beach Gardens, Florida, is a leading American multinational company at the forefront of innovative heating, ventilation, and air conditioning (HVAC) solutions. Renowned for its commitment to sustainability and energy efficiency, Carrier leverages advanced technologies to enhance comfort across both residential and commercial sectors. As a significant player in the global climate control market, the company is dedicated to smart building technologies and reducing carbon emissions, positioning itself as a key player in the transition to greener infrastructure. With a diverse and innovative product portfolio, Carrier is well-equipped to navigate the rapidly evolving market landscape, maintaining a competitive edge in the HVAC industry.",1783180,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, UNITED STATES, 33418",https://www.corporate.carrier.com,December,2025-09-30,46456291000,3650000000,33.81,14.69,17.19,0.9,0.0163,1.6,25.5,0.18,0.0955,0.0381,0.0998,22058000000,6035000000,1.6,0.005,-0.068,72.69,2,11,11,0,0,33.81,17.64,2.106,3.14,2.561,13.42,1.292,80.78,53.68,58.85,65.75,842210000,789909000,6.093,87.278,2025-11-18,2025-10-29,CARR,2025-11-16 07:50:39.197338
CAT,Common Stock,Caterpillar Inc,"Caterpillar Inc. (CAT) is a leading American multinational corporation specializing in the design, manufacture, and marketing of construction and mining equipment, engines, and related financial services. As a key player in the Fortune 100, Caterpillar leverages a vast global presence supported by a robust dealer network, serving diverse industries such as construction, agriculture, and energy. Committed to innovation and sustainability, the company integrates cutting-edge technologies to enhance operational efficiency while addressing environmental challenges, positioning itself as a responsible leader in the heavy equipment sector.",18230,NYSE,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"5205 NORTH O'CONNOR BOULEVARD, IRVING, TX, UNITED STATES, 75039",https://www.caterpillar.com,December,2025-09-30,259551379000,13958000000,28.48,1.921,44.14,5.84,0.0106,19.45,136.6,0.143,0.177,0.082,0.463,64670999000,19478999000,19.45,-0.036,0.095,581.54,1,11,12,2,0,28.48,25.32,4.013,12.56,4.539,20.3,1.562,596.21,264.25,506.17,398.94,468479000,466576000,0.213,74.167,2025-11-20,2025-10-20,CAT,2025-11-16 07:50:39.749708
CBOE,Common Stock,Cboe Global Markets Inc,"Cboe Global Markets Inc. is a leading U.S. exchange operator known for its innovative and diverse trading solutions. It owns the Chicago Board Options Exchange (CBOE), the largest options marketplace in the world, and BATS Global Markets, a significant liquidity provider for equities and ETPs. Cboe specializes in derivatives and innovative products, facilitating trading across multiple asset classes, including equities, options, and futures. With a commitment to enhancing market structure and ensuring risk management, Cboe is well-positioned in a dynamic financial landscape, catering to both institutional and individual investors.",1374310,BATS,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"433 WEST VAN BUREN STREET, CHICAGO, IL, UNITED STATES, 60607",https://www.cboe.com,December,2025-09-30,27202865000,1497000000,27.78,2.278,46.69,2.61,0.01,9.3,44.09,0.213,0.329,0.0973,0.216,4617800000,2282500000,9.3,0.377,0.081,256.67,1,2,13,2,1,27.78,26.6,5.89,5.53,5.87,17.26,0.357,262.98,185.65,242.01,229.7,104645000,104050000,0.227,88.601,2025-12-15,2025-11-28,CBOE,2025-11-16 07:50:40.298956
CBRE,Common Stock,CBRE Group Inc Class A,"CBRE Group, Inc. is the preeminent global leader in commercial real estate services and investment, delivering an extensive suite of integrated offerings including property management, leasing, investment sales, and development. Utilizing advanced technology and comprehensive market intelligence, CBRE effectively identifies and harnesses emerging opportunities, assisting a diverse range of clients from investors to occupiers in maneuvering the intricacies of real estate transactions. With a significant global footprint and a commitment to innovation, CBRE is uniquely positioned to enhance value and drive strategic success in the ever-evolving real estate sector.",1138118,NYSE,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"2121 NORTH PEARL STREET, DALLAS, TX, UNITED STATES, 75201",https://www.cbre.com,December,2025-09-30,45728141000,2649000000,38.03,0.858,29.12,None,None,4.04,131.04,0.0312,0.0492,0.0443,0.141,39325000000,7588000000,4.04,0.658,0.135,175.27,3,6,2,0,1,38.03,21.28,1.163,5.36,1.361,23.6,1.342,171,108.45,157.48,142.26,297593000,290538000,0.524,97.700,None,2024-04-19,CBRE,2025-11-16 07:50:40.851594
CDW,Common Stock,CDW Corp,"CDW Corporation is a leading technology solutions provider based in Lincolnshire, Illinois, that delivers a wide array of products and services designed for businesses, government entities, and educational institutions. The company excels in offering a comprehensive portfolio, including hardware, software, and integrated technology services, positioning itself as a vital partner in driving digital transformation and operational efficiencies for its clients. With a strong network of partnerships and a focus on innovative solutions, CDW plays a crucial role in helping organizations effectively address their IT challenges and enhance overall performance.",1402057,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"200 N. MILWAUKEE AVENUE, VERNON HILLS, IL, UNITED STATES, 60061",https://www.cdw.com,December,2025-09-30,19105919000,1955900000,18.34,1.53,19.49,2.5,0.017,7.91,167.32,0.0476,0.0777,0.0704,0.43,22099100000,4774300000,7.91,-0.056,0.04,182,2,5,4,0,0,18.34,13.83,0.865,7.44,1.095,12.56,1.055,220.59,136.33,156.21,168.84,130194000,129705000,0.384,99.124,2025-12-10,2025-11-25,CDW,2025-11-16 07:50:41.405364
COR,Common Stock,Cencora Inc.,"Cencora Inc. (NYSE: COR) is a premier provider of data center solutions, focusing on high-performance cloud access and interconnect services across strategically located markets in North America. The company serves a diverse range of clients, supporting mission-critical applications with an emphasis on reliability and security. With a strong commitment to innovation, Cencora is poised to leverage the rising demand for data-driven solutions as the digital economy continues to expand, positioning itself as a key player in the evolving technology landscape.",1140859,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"1 WEST FIRST AVENUE, CONSHOHOCKEN, PA, UNITED STATES, 19428-1800",https://www.cencora.com,September,2025-09-30,70852674000,4797896000,45.47,0.965,9.01,2.2,0.006,7.96,1657.89,0.0048,0.0114,0.0326,1.238,321332806000,11291738000,7.96,0.455,0.059,382.07,1,10,4,0,1,45.47,20.53,0.221,40.17,0.229,20.4,0.64,369,222.21,321.34,290.78,193878000,185625000,4.185,96.434,2025-12-01,2025-11-14,COR,2025-11-16 07:50:41.964847
CNC,Common Stock,Centene Corp,"Centene Corporation (CNC) stands as a leading multi-line managed care organization, delivering a wide array of healthcare solutions tailored for government-sponsored programs and commercial insurance markets. Committed to addressing the needs of the uninsured and underinsured, Centene employs innovative care management strategies and a network of integrated services to enhance health outcomes and improve system efficiencies. With a robust portfolio of health plans, the company is well-positioned to navigate the complexities of the evolving healthcare landscape, aiming to create accessible and sustainable care for diverse populations.",1071739,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"CENTENE PLAZA, SAINT LOUIS, MO, UNITED STATES, 63105",https://www.centene.com,December,2025-09-30,17881426000,3902000000,None,1.487,42.63,None,None,-10.67,338.52,-0.0316,0.0055,0.0201,-0.219,167680000000,19658000000,-10.67,0.218,0.215,39.41,1,3,14,1,1,-,12.05,0.107,0.854,0.0873,3.91,0.487,66.81,25.08,34.97,45.9,491518000,489218000,0.462,96.626,None,None,CNC,2025-11-16 07:50:42.518892
CNP,Common Stock,CenterPoint Energy Inc,"CenterPoint Energy, Inc. (CNP) is a leading Fortune 500 electric and natural gas utility company, catering to millions of customers across strategic markets including Texas, Indiana, and Minnesota. The company is at the forefront of sustainability and innovation, focusing on smart grid technology and expanding renewable energy initiatives to improve operational efficiency and service reliability. CenterPoint's extensive infrastructure and dedication to customer satisfaction position it as a pivotal player in the energy sector, driving economic development while adapting to the changing energy landscape. Through these efforts, the company is not only enhancing its service offerings but also contributing to a more sustainable energy future.",1130310,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1111 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.centerpointenergy.com,December,2025-09-30,25944988000,3432000000,25.15,2.414,16.9,0.87,0.022,1.58,13.97,0.114,0.249,0.029,0.0961,9114000000,4114000000,1.58,0.506,0.071,42.67,1,5,10,0,1,25.15,20.79,2.847,2.351,5.23,13.32,0.562,40.5,30.04,38.95,37.07,652868000,649408000,0.448,109.059,2025-12-11,2025-11-20,CNP,2025-11-16 07:50:43.075713
CF,Common Stock,CF Industries Holdings Inc,"CF Industries Holdings, Inc. is a leading manufacturer and distributor of nitrogen and phosphate fertilizers in North America, headquartered in Deerfield, Illinois. With a crucial role in the global agricultural supply chain, the company provides essential nutrients that enhance crop yields and support sustainable food security initiatives. Committed to reducing its environmental footprint, CF Industries employs efficient production methods to meet the increasing demand for fertilizers. Its strategically positioned facilities enable the company to capitalize on growth opportunities in the agricultural sector, solidifying its strong market presence and competitive advantage.",1324404,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"2375 WATERVIEW DRIVE, NORTHBROOK, IL, UNITED STATES, 60062",https://www.cfindustries.com,December,2025-09-30,13264084000,3037000000,10.28,2.376,30.75,2,0.0239,8.27,40.49,0.205,0.341,0.0956,0.22,6736000000,2483000000,8.27,0.416,0.211,93.59,1,3,14,0,1,10.28,10.88,1.969,2.735,2.2,4.778,0.673,103.22,66.16,86.19,85.54,155975000,154434000,0.739,105.949,2025-11-28,2025-11-14,CF,2025-11-16 07:50:43.625189
CRL,Common Stock,Charles River Laboratories,"Charles River Laboratories International, Inc. (CRL) is a leading global provider of critical products and services designed for the pharmaceutical, biotechnology, and medical device industries. The company excels in offering a complete range of preclinical and clinical laboratory services, alongside cutting-edge gene and cell therapy solutions that significantly bolster research and development efforts. With a strong emphasis on innovation and adherence to regulatory standards, Charles River plays a vital role in facilitating efficient drug development processes, thereby contributing to the advancement of healthcare solutions on a global scale.",1100682,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"251 BALLARDVALE STREET, WILMINGTON, MA, UNITED STATES, 01887",https://www.criver.com,December,2025-09-30,8327750000,886191000,None,0.126,69.19,None,None,-1.53,80.4,-0.0205,0.158,0.0434,-0.0219,4023704000,1395449000,-1.53,-0.173,-0.005,188.93,2,7,8,0,1,-,15.97,2.07,2.425,2.654,20.68,1.636,203.01,91.86,168.71,155.01,49215500,48623900,1.002,106.024,None,None,CRL,2025-11-16 07:50:44.179381
